Id,ict-index,influence,creativity,threat,value_form,web_name,now_cost,position,team,minutes,bps,points-per-game,points-last-game,playing-chance,big_chances_created,attempted_passes,completed_passes,was_home,clean_sheets,assists,open_play_crosses,dribbles
487,51.1,140.2,153.2,224.0,0.2,Chicharito,69,ST,WHU,739,98,3.3,1,75,0,23,15,True,0,0,0,0
488,49.8,112.0,112.4,277.0,0.7,Joselu,55,ST,NEW,556,67,3.0,1,,0,16,10,True,1,0,0,0
490,27.4,148.0,58.9,66.0,0.6,Prpper,54,MD,BHA,810,130,2.7,7,100,0,37,31,False,1,1,1,1
494,14.6,98.8,43.1,4.0,0.0,Mbemba,40,DF,NEW,408,81,3.0,0,100,0,0,0,True,0,0,0,0
495,32.3,181.4,84.5,57.0,0.8,Merino,50,MD,NEW,598,140,2.6,9,,0,26,22,True,0,0,0,0
496,26.0,130.0,83.5,47.0,0.6,Hayden,45,MD,NEW,610,77,2.1,1,,0,30,23,True,0,0,0,0
497,66.3,147.8,107.8,408.0,0.7,Choupo-Moting,57,MD,STK,738,88,4.1,5,100,1,32,22,True,0,1,0,0
498,4.4,18.6,21.0,4.0,0.1,Walker-Peters,42,DF,TOT,98,33,3.5,0,,0,0,0,True,0,0,0,0
500,25.2,121.4,81.6,48.0,0.5,Lemina,50,MD,SOU,572,127,2.4,3,100,0,71,67,True,1,0,0,3
501,76.1,205.4,153.4,403.0,1.1,Richarlison,63,MD,WAT,750,138,5.6,5,,1,21,14,False,0,1,0,1
510,2.8,25.4,2.4,0.0,0.0,Rice,44,DF,WHU,150,25,0.8,0,,0,0,0,True,0,0,0,0
512,30.7,92.4,98.4,116.0,0.3,Jes,58,MD,STK,450,70,3.4,2,100,0,23,19,True,0,0,0,2
513,12.3,66.6,47.0,9.0,-0.1,Martins Indi,49,DF,STK,346,61,0.7,0,0,0,0,0,True,0,0,0,0
517,13.1,43.4,27.7,59.0,0.6,Izquierdo,59,MD,BHA,184,37,2.6,8,,0,12,9,False,1,0,0,1
